Channel,Store Type,Store Name,Bill To,Store Location,Status
RETAIL,RMA,SERVICE CENTER.AYALA.BONIFACIO HIGH STREET.RTL,,STORE,ACTIVE
RETAIL,RMA,SERVICE CENTER.GREENHILLS.VMALL.RTL,,STORE,ACTIVE
RETAIL,GOOD,DIGITAL WALKER.SM.NORTH EDSA.RTL,,,ACTIVE
RETAIL,GOOD,BASEUS.SM.NORTH EDSA.RTL,,,ACTIVE
RETAIL,GOOD,DIGITAL WALKER.AYALA.CEBU.RTL,,,ACTIVE
RETAIL,GOOD,BASEUS.AYALA.UPTC.RTL,,,ACTIVE
RETAIL,GOOD,CLEARANCE.ROCKWELL.SANTOLAN TOWN PLAZA.SLE,,,ACTIVE
RETAIL,GOOD,CLEARANCE.WORLD TRADE CENTER.METRO MANILA.SLE,,,ACTIVE
DEPARTMENT,DEPARTMENT,MARKETING.DEP,,,ACTIVE
DEPARTMENT,DEPARTMENT,MERCHANDISING.DEP,,,ACTIVE
DEPARTMENT,DEPARTMENT,RMA.DEP,,,ACTIVE
DEPARTMENT,GOOD,WAREHOUSE.DIGITS.DEP,,WAREHOUSE,ACTIVE
DEPARTMENT,RMA,WAREHOUSE.RMA.DEP,,WAREHOUSE,ACTIVE
